nazev	lat	lon	nehod	lehce	tezce	usmrceno
z Rozhraní do Vilémova	49.59411	16.53836	1	0	0	0
u žel.zast.Moravská Chrastová,	49.62322	16.52450	3	0	0	0
v žst.Březová	49.63579	16.51876	2	0	0	0
u žel.zast.Dlouhá Březová	49.65567	16.50781	2	0	1	0
na Zavadilce	49.71130	16.48470	4	0	0	0
u žel.zast.Svitavy-Lány; na Mo	49.73572	16.48322	1	0	0	0
žst.Svitavy, ul.Olomoucká	49.75670	16.47909	5	0	0	0
u žst.Opatov	49.80903	16.49048	5	0	0	0
zast.Semanín	49.84716	16.47411	2	0	0	0
ul.Křenová	49.19125	16.62819	2	0	0	0
u Svitavského rybníka	49.76471	16.46491	3	2	0	0
zast.Vendolí (dolní), sil.I.tř	49.74582	16.41249	2	1	0	0
žst. Polička, silnice II.tř.	49.71866	16.26612	1	0	0	0
mezi vlečkami, na Střítež	49.71986	16.25566	1	0	0	0
Střítežská	49.71993	16.25536	1	0	0	0
Polička - Borová u Poličky	49.72180	16.21062	1	0	0	0
žst. Borová u Poličky	49.74469	16.15826	1	0	0	0
silnice II.tř., směr Proseč	49.74902	16.14968	1	1	0	0
silnice I/34, směr od Hlinska	49.75077	16.13899	1	3	1	0
vedle žst.Čachnov	49.75285	16.06255	2	0	0	0
Krouna, silnice I/34	49.77047	16.04233	1	0	0	0
Čachnov - Skuteč	49.81581	16.02934	1	0	0	0
zast.Předhradí	49.82496	16.01804	1	0	0	0
u žst.Skuteč, do průmysl.zóny	49.83722	15.99287	1	1	0	0
vedle dopravny Jevíčko	49.63025	16.73129	2	2	0	0
Borotínský přejezd	49.60302	16.69423	2	0	0	0
ve Váženech u Boskovic	49.53048	16.69199	1	0	0	0
pod Červeným kopcem	49.50864	16.67104	1	0	0	0
u Slávie	49.49060	16.65041	1	0	0	0
horní dvojče	49.47787	16.64239	2	0	0	0
Tišnov-Předklášteří	49.35158	16.41297	1	0	0	0
do prům.zóny v Pohořelicích	48.97092	16.51745	2	2	0	1
u cihelny - dnes Stafikr	48.93238	16.74594	1	1	1	0
stát.silnice - Jamská	49.55359	15.96590	1	0	0	0
stát.silnice z I/38 na Mělkovice	49.55802	15.97350	3	0	0	1
stát.silnice	49.56238	16.06123	2	1	0	0
u zahradnictví	49.56998	16.07584	1	2	0	0
Nové Město na Moravě - Bystřice nad Pernštejnem	49.57067	16.09727	3	0	0	0
stát.silnice	49.54461	16.18146	2	0	0	0
polní cesta	49.52424	16.21421	1	0	0	0
stát.silnice	49.47914	16.23838	1	0	0	0
místní kom	49.47555	16.24334	1	0	0	0
st.silnice	49.45397	16.33329	1	0	0	0
místní kom. do Klečan	49.45281	16.34172	2	0	0	0
polní cesta	49.40707	16.37168	1	0	0	0
u žst.Boří les	48.73816	16.86271	2	1	0	0
Boří les - Valtice	48.74893	16.76283	1	0	0	0
v polích blízko rybníku Nesyt	48.76390	16.71716	2	1	0	0
u žel.zastávky Sedlec	48.77451	16.69948	1	0	0	0
ke staré celnici	48.79099	16.63995	1	0	0	0
není	48.82799	16.51042	1	1	0	0
není	48.82330	16.28524	3	2	0	0
u žel.zast.Dyje	48.84992	16.11961	1	1	0	0
není	48.86074	16.07909	2	0	0	0
polní cesta-Valtická alej	48.77024	16.81068	1	0	0	0
před žst.Velké Pavlovice	48.88765	16.82368	1	0	0	0
u Vinopy	48.89747	16.82266	2	12	3	0
u žel.zast.Brumovice	48.94785	16.90772	4	0	0	0
Hovoranský přejezd	48.91334	17.00492	1	1	0	0
v Mutěnicích U Urbana	48.91269	17.02243	1	1	0	0
hlavní na Dubňany,Kyjov	48.90750	17.03297	2	2	0	0
U Vinařských k Jagošovi	48.90534	17.03565	1	1	1	1
k novému rybníku	48.88967	17.05303	1	0	1	0
na Zbrodu	48.88792	17.06465	3	0	0	0
Pánov-hlavní na Mutěnice	48.87843	17.11610	3	1	0	0
Na Výhoně (tvz. v zahrádkách)	48.86287	17.12956	1	0	0	0
ul.Kaštanová	49.15602	16.64781	2	2	1	0
Holásky - polní	49.14661	16.65089	1	0	0	1
před žst.Sokolnice do Telnice	49.10845	16.72943	1	0	0	0
Rousínov-Slavíkovice, místní	49.19823	16.87081	2	1	0	1
Rousínov, ul. R.Armády,státní	49.20045	16.87397	2	0	0	0
z Rous.do Královop. V., Vážanský	49.20582	16.87490	2	0	1	1
Topolany-Křižanovice u Vyškova	49.28391	17.03760	1	2	1	0
u žel.zast.Hoštice-Heroltice	49.29161	17.05919	1	0	0	0
MK z obce do polí asi 17 domů	49.34375	17.19868	2	1	0	0
u podniku INGSTAV	49.34212	17.29374	2	0	0	0
u stanice (I.tř.)	49.34657	17.30875	2	0	0	0
polní	49.35000	17.32013	1	0	0	0
Kojetín - Chropyně	49.35155	17.32538	5	2	0	0
Chropyně - Věžky	49.39727	17.40049	2	0	0	1
Věžky - Přerov	49.42365	17.44499	1	0	0	0
Kojetín - Lobodice	49.35758	17.29493	1	1	0	0
Kojetín - Lobodice	49.37656	17.28379	1	0	0	0
Skašov - Tovačov	49.41766	17.28220	1	1	0	0
ulice Hulínská	49.30308	17.40096	3	0	0	0
ul. Hulínská	49.30307	17.40096	3	0	0	0
Kroměřížská ulice	49.31535	17.45377	2	1	0	0
za Hulíne, na Břest	49.32137	17.45986	1	0	0	0
Tovární ulice (u TO)	49.32731	17.57266	1	0	1	0
ulice Tovární	49.32738	17.57269	1	0	1	0
Přílepy	49.32871	17.58795	1	0	0	0
u cihelny	49.33847	17.59784	1	0	1	0
u stavědla č.1 (stanoviště I)	49.39395	17.66833	2	3	1	0
spojnice mezi obcí	49.39682	17.68188	2	1	0	0
Kunovický u statku	49.44236	17.82246	3	0	0	0
Branky B1	49.45918	17.90334	1	0	1	2
ke střelnici	49.46480	17.93727	1	0	0	1
u Kauflandu, zastávka Oskol	49.29215	17.40760	1	0	0	0
zastávka Kotojedy	49.28345	17.40320	2	0	0	0
skržický	49.24324	17.34525	1	0	0	0
nětčický na trojce	49.23610	17.30013	2	0	0	0
Krhová	49.49708	17.99100	6	0	0	0
Domorac	49.51697	18.01170	1	0	0	0
Mořkov-pila	49.52895	18.07017	1	0	0	0
Rožnovská	49.54400	18.20964	3	0	0	0
Ráztoka	49.54091	18.22828	1	0	0	0
Žuchov	49.54447	18.24199	1	0	0	0
pod nemocnicí	49.53871	18.31039	2	0	0	0
Nyklovice	49.54512	18.32371	1	0	0	1
Kunčice pod Ondřejníkem - Frýdlant nad Ostravicí	49.58548	18.35846	1	0	0	1
Frýdlant nad Ostravicí - Pržno	49.60324	18.35377	2	0	0	1
Pržno - Baška	49.62755	18.36857	1	1	0	0
Pržno - Baška	49.64438	18.36903	2	1	0	1
žst. Frýdek-Místek	49.67486	18.35662	1	0	1	0
ul. Buničitá	49.77190	18.30203	1	0	0	0
ul.Výletní	49.76693	18.30603	2	0	0	0
ul. Výletní (místní kom.)	49.76691	18.30631	2	0	0	0
Lískovec u Frýdku - Frýdek-Místek	49.69172	18.33222	2	3	0	0
	49.69176	18.33230	2	3	0	0
Lískovec u Frýdku - Frýdek-Místek	49.68094	18.35063	2	0	1	0
Potůčky	49.47863	17.97824	3	1	3	1
u pelikána	49.47112	18.02556	1	0	0	0
Pěší přechod v Zašové	49.46824	18.04010	1	0	1	0
Zašová	49.46772	18.04272	1	0	0	0
Střítežský	49.46585	18.05587	5	3	0	2
u zastávky	49.46136	18.09243	2	0	0	0
Tesla Rožnov	49.46016	18.12241	5	8	0	0
žst. Frýdlant nad Ostravicí - ostravické zhlaví	49.58599	18.35942	1	0	0	0
Frýdlant nad Ostravicí - Ostravice	49.55757	18.37084	1	0	0	0
Frýdlant nad Ostravicí - Ostravice	49.55233	18.37837	1	0	0	0
Frýdlant nad Ostravicí - Ostravice	49.55134	18.37946	1	0	1	0
pila	49.53931	18.39251	2	2	0	0
Prchalov	49.65220	18.13577	1	0	0	0
Příbor benzina	49.64737	18.14425	2	2	1	1
ul. Místecká Příbor	49.64207	18.14794	2	0	0	0
Kopřivnice nákl.nádr. - Kopřivnice	49.59793	18.14869	1	1	0	0
Diviška	49.59772	17.27711	2	0	0	0
Roháče z Dubé	49.60306	17.28047	2	0	0	0
	49.60577	17.28427	2	0	0	0
Bystrovany	49.59873	17.32278	2	1	1	0
U nádraží	49.59428	17.35233	1	1	0	0
Bukovanský	49.59526	17.35891	1	2	0	0
Do Burku	49.60230	17.37348	1	1	0	0
U Moravie	49.61379	17.39512	1	0	0	0
U zastávky Hlubočky	49.62550	17.40336	3	0	0	1
do kamenolomu	49.66778	17.41645	1	0	0	0
	49.66778	17.41645	1	0	0	0
Domašov nad Bystřicí - Moravský Beroun	49.75484	17.42058	2	0	4	1
Ondrášov	49.78854	17.42826	1	0	0	0
Dětřichov	49.81590	17.39295	1	0	0	0
Dětřichov nad Bystřicí - Valšov	49.85634	17.41029	3	0	0	0
Lomnice závory v esíčku	49.89562	17.43047	9	0	0	0
Valšov dvoukolejný	49.92640	17.43502	1	0	0	0
Valšov dvoukolejný	49.92640	17.43502	1	0	0	0
Arab	49.94704	17.44162	2	5	0	0
Bruntál - Milotice nad Opavou	50.00919	17.55103	1	0	0	0
Bedihošť - Prostějov hl.n.	49.44822	17.16147	1	0	0	0
Bedihošť - Prostějov hl.n.	49.46561	17.12907	1	0	1	0
	49.46557	17.12914	1	0	1	0
Myší díra	49.47894	17.13135	1	0	0	1
U žst.Vrbátky	49.50378	17.20037	2	0	1	0
U nádraží	49.50375	17.20044	2	0	1	0
žst. Blatec	49.52459	17.24310	1	0	0	0
Rybářská ul.	49.57612	17.26627	6	4	0	0
Tovární	49.58699	17.27031	1	0	0	0
U Pevnůstky	49.58773	17.26306	2	1	1	0
Polská	49.58561	17.25414	2	0	0	0
Palackého	49.59507	17.24100	9	4	2	0
Tomkova	49.60202	17.23703	2	0	0	0
Na trati	49.60445	17.23348	2	1	0	0
U autobazaru	49.60604	17.23001	4	0	0	0
U železáren - zadní brána	49.60893	17.22797	1	0	0	0
do pískovny	49.62279	17.21923	1	0	1	1
Na rozcestí	49.63076	17.20824	2	1	0	0
Na Vojnici	49.62209	17.10066	1	0	0	0
na Slatinice	49.60891	17.07792	1	0	0	0
Drahanovice - Třebčín	49.55800	17.11783	1	0	0	0
u samoty	49.51355	17.08101	1	0	0	0
ulice Šternberská Břidličná	49.91220	17.37019	2	0	3	0
Břidličná - Rýmařov	49.92423	17.35762	1	0	0	0
ulice T.Kronesové Bruntál	49.99724	17.46522	1	1	0	0
vl. SHR Staré Město - Světlá Hora	50.03748	17.40081	1	1	0	0
hranice TO - Kunov	50.02551	17.52629	1	2	0	0
Karlovice - Vrbno p.Prad.	50.10667	17.43418	1	0	0	0
ul. 5.května O. Třebovice	49.83646	18.19951	1	0	0	0
Martinov k zahrádkám dvoukolejný	49.84660	18.19523	1	0	0	1
ul. U opavice (místní kom.)	49.84660	18.19511	1	0	0	1
Martinov k zahrádkám jednokolejn	49.85628	18.19464	1	0	0	1
Děhylov tříkolejný	49.87454	18.17806	1	0	0	1
z Háje na Benešov	49.90159	18.08755	2	0	0	0
Ulice Mlýnská Lhota	49.90674	18.05027	1	0	1	0
Ulice Komenského Lhota	49.90723	18.04680	1	0	0	0
ul.Palackého Štítina	49.91108	18.01931	7	5	1	0
Ul.Hlavní - Štítina žst.	49.91255	18.00876	3	2	1	0
Komárov do Tevy	49.91770	17.97194	1	1	0	0
Ulice Ostravská Komárov	49.91814	17.96224	4	0	0	0
nemocnice, k úpravně vody	50.09824	17.68874	2	0	1	0
Ulice Petrovická Krnov	50.09577	17.69860	2	0	0	0
Ulice Hřbitovní Krnov	50.09549	17.70281	1	0	1	1
Ulice Hlubčická Krnov Cvilín	50.09423	17.71201	1	0	0	0
Krnov ČOV	50.08110	17.73285	1	1	0	0
zn.Úvalno	50.04899	17.75525	2	0	0	0
Ulice k Celnici Vávrovice zn.	49.97526	17.85804	1	0	0	1
Ulice Palhanecká Opava	49.95314	17.87231	2	0	1	2
Ulice Krnovská Opava	49.95078	17.87365	1	6	0	0
Krásné Loučky zn.	50.12534	17.63836	1	0	1	0
Ulice Na Hrázi Opava	49.92234	17.89860	6	2	0	0
Rybníčky	49.90327	17.88437	9	20	0	0
Přechod pro pěší Branka U Op.	49.89028	17.87838	1	0	1	0
Ulice Hradecká Opava	49.92150	17.89540	2	0	0	0
Ulice Opavská Otice	49.91870	17.87815	2	1	0	0
Ulice K Domkům Otice	49.91881	17.87232	2	0	0	0
Ulice Otická Otice/Slavkov	49.92001	17.85666	3	2	1	0
Na chaty v Mladecku	49.89539	17.71034	1	0	0	0
U pošty Mladecko	49.89703	17.70795	2	0	1	0
Esíčko Mladecko - Jakartovice	49.90840	17.70116	2	0	0	0
k letišti	49.93663	17.97942	1	0	0	0
Malé - Velké Hoštice	49.93818	17.95829	4	31	0	0
ul. Štěpánkovická Kravaře	49.93742	18.02054	1	0	0	0
ul. Štěpánkovická Kravaře	49.93742	18.02054	1	0	0	0
Ulice Školní Kravaře Kouty zn.	49.93134	18.03833	1	3	0	0
Ulice Bolatická Dolní Benešov	49.92396	18.10181	3	2	0	0
Kozmice	49.91809	18.14331	2	0	1	0
zn.Bolatice	49.96372	18.07425	2	0	0	0
Šlapanice-letiště ul.Tuřanka	49.16239	16.70960	1	0	0	0
z Jiříkovic ke Gruntům	49.15668	16.76094	1	1	0	0
Blažovice - Slavkov u Brna	49.14736	16.83163	1	0	0	0
u žel.zast Křenovice dolní n.	49.14396	16.83438	3	1	0	1
Slavkov u Brna - Bučovice	49.14720	16.91499	2	3	1	0
u hřiště	49.14542	16.92176	1	1	0	0
Slavkov u Brna - Bučovice	49.14493	16.93901	1	0	0	0
u žel.zast.Nevojice	49.13676	17.04752	2	0	0	0
hlavní na zhlaví-ocelogumový	49.14946	17.08264	5	0	0	0
jednosměrka k JZD	49.14931	17.09312	2	1	0	0
hlavní u st.1 žst.Nemotice	49.13376	17.11742	1	0	0	0
u žel.zast.Jestřabice;STABILA	49.08887	17.11329	1	4	0	0
Boršovský, v žst.Kyjov	49.01844	17.12458	1	1	0	0
šroubárenský u žel.zast. Kyjov	49.00384	17.12281	3	0	0	1
"""šroubárenský přejed 64 km"""	49.00943	17.00611	3	0	0	1
ve Vracově u školy	48.97845	17.20893	1	0	0	0
u žel.zastávky Vracov	48.97665	17.21920	1	1	0	0
z Bzence na Strážnici	48.96764	17.28559	2	2	0	0
z Bzence na Strážnici	48.96764	17.28559	2	2	0	0
zarazický	48.94317	17.36881	3	1	0	1
Blatnický	48.98545	17.40505	1	0	0	0
na zahrádky	48.98863	17.41294	1	0	0	1
chylický	49.00046	17.42438	1	0	0	0
do lázní	49.01578	17.44356	2	0	0	1
do LETU na zast.	49.03855	17.46111	1	0	1	0
do nového LETU	49.04229	17.46171	1	0	0	1
u hřiště (u kiosku)	49.04588	17.59742	1	0	0	0
hlavní u zadní brány zbrojovky	49.02942	17.62278	1	2	1	0
Hlavní	49.02919	17.73263	1	0	0	0
Nezdenice, u penzionu	49.01877	17.75360	1	0	0	1
na Rudimov, u Kuchařového	49.03841	17.80283	1	0	0	1
za vjezd.od Slavíč. do Víceníkov	49.03775	17.81875	1	0	0	0
u Divnice	49.09041	17.91242	1	0	0	0
Popov	49.07795	17.97126	1	2	2	0
u čapího hnízda	49.07331	17.99341	2	0	0	0
na pilu, na dvojce	49.06935	18.00668	2	0	0	0
na pilu, na dvojce	49.06935	18.00668	2	0	0	0
hlavní silniční do Mouchnice	49.11447	17.13448	1	0	0	0
průmyslová zóna, tech.služby	49.05948	17.46185	1	0	0	0
U drůbežárny,cyklostezka	49.07187	17.43955	1	0	1	1
ke kolibě (motorest)	49.03896	17.69171	1	0	0	0
u firmy TOKO	49.08966	17.73559	4	1	0	0
u PENY, sídliště Zahradní	49.09401	17.74167	1	1	0	0
Hrazánská ulice, u zámku	49.09672	17.74592	1	0	0	0
před nádražím, k sídlišti	49.09752	17.74661	1	0	0	0
Lhotka n.Beč. - Valašské Meziříčí	49.49892	17.94389	1	0	0	0
Juřinka	49.48149	17.96372	1	0	0	0
Jarcová	49.45188	17.96908	4	0	0	0
Bystřička 1, k přehradě	49.41832	17.96341	2	0	0	0
Bystřička 2, hlavní cesta	49.41432	17.95209	3	0	0	0
u žst. Jablůnka	49.37913	17.94705	2	1	0	0
spoj.komunikace, část za dráhou	49.33668	17.99031	1	0	0	0
na Valašské Klobouky	49.30969	18.00365	3	0	0	0
u žel.zastávky	49.30301	18.09168	1	0	0	0
u školy I.	49.30700	18.10833	3	2	0	0
Huslenky u soukromníka	49.30933	18.11470	2	0	0	0
Bařiny (za zastávkou)	49.30982	18.11719	1	0	0	0
na Lušovou	49.32832	18.16400	2	0	0	0
sjezdovka u tachnických služeb	49.35050	18.25005	1	0	0	0
u žel.zast.Zarazice	48.93727	17.36196	1	0	0	0
I/55 hlavní u žel.zast.Zarazic	48.93687	17.35677	5	1	1	0
"\""U Frajera\""; ul.Pátkova"	48.93285	17.34989	2	1	0	0
k družstvu, ul.Průhony	48.91966	17.33453	2	0	1	0
Na Ořechovce	48.90156	17.32617	2	2	1	0
hlavní u pile	48.89807	17.32214	3	2	0	0
ul.Za Drahou; k vinohradům	48.89405	17.30439	3	0	1	2
k celnímu skladu	48.87932	17.27804	1	1	0	0
u žst.Sudoměřice k Petrovu	48.87242	17.24398	2	0	0	0
Hrušecký	48.78410	16.94573	5	1	0	0
Moravská nová Ves-Mikulčice	48.81393	17.04045	2	0	0	1
sev.zhlaví žst.Lužice, ul.Důlní	48.83182	17.07088	3	0	0	0
přes sev.zhlaví Rohatec-Raťky	48.89423	17.20159	2	0	0	0
	48.89448	17.20135	2	0	0	0
na žel.zast.Moravský Písek	48.99091	17.32968	1	0	0	0
Mor.Písek-Polešovice; hr.Chlad	48.99422	17.33328	7	1	0	0
u hr.Salajka	49.01543	17.35637	3	0	0	0
Sušice	49.11084	17.46057	2	0	0	0
u Hamé	49.11835	17.46880	3	0	0	1
u zastávky Spytihněv	49.14268	17.49547	5	0	0	0
Halenkovice	49.17626	17.50303	1	0	0	0
Žlutava	49.18494	17.50551	1	0	0	0
na Machovou	49.25141	17.50259	2	0	0	0
v žst. Tlumačov	49.25811	17.49875	3	0	0	0
	49.25147	17.48471	3	0	0	0
Kurovický	49.28763	17.49121	1	0	0	0
zastávka Záhlinice	49.29225	17.49120	1	0	0	1
na Chrášťany	49.30200	17.48628	1	0	0	0
ke statku v Hulíně	49.32813	17.46826	1	0	0	0
zastávka Břest	49.34888	17.45531	4	0	0	0
polní Žalkovice-Stará Ves	49.36531	17.45454	1	0	0	0
Říkovice sever	49.38141	17.45387	6	0	0	0
u zastávky	49.41594	17.45243	1	0	0	0
u žel.zast.Hodonín a tabáčky	48.84440	17.12080	1	0	0	0
Kvítkovice	49.19934	17.53720	2	2	0	0
k sídlišti Trávníky	49.20030	17.54596	4	2	0	1
u zastávky ZPS	49.20548	17.57330	1	1	0	0
Malenovice I	49.20980	17.59627	1	0	1	0
přejezd u obchodního centa OBI	49.21280	17.61497	1	0	0	0
Louky - Lapaj	49.21633	17.62313	6	1	0	0
U INTERŠPÁRU	49.22008	17.64122	2	1	0	0
Svit	49.22402	17.65214	3	0	1	0
Zlín střed	49.22756	17.66196	1	0	1	0
garáže Santražiny	49.22912	17.67326	2	1	0	0
Hornomlýnská	49.22709	17.68204	1	1	0	0
u nemocnice, Podvesná	49.22574	17.69205	2	1	1	0
do uhelných skladů	49.22352	17.70089	1	1	0	0
u firmy - plastová okna	49.21743	17.75325	6	5	1	0
stará lipská (Na Želechovice)	49.21534	17.77383	2	1	0	0
u Jelínka	49.21857	17.84138	1	0	1	0
Bocanovice	49.56426	18.74134	3	0	1	0
U Moržola	49.64941	18.70342	2	0	0	0
Bystřice nad Olší - Třinec	49.65636	18.69615	1	0	0	0
Třinec-stan.Třinec-Konská - Český Těšín	49.72361	18.62011	2	0	0	0
ul.Těšínská	49.79944	18.58200	2	0	0	0
Na poddolovaném	49.81604	18.55952	9	0	0	0
pod ČSM	49.81598	18.55936	9	0	0	0
Petrovice u Karviné - Státní statek Karviná	49.88877	18.53443	2	0	0	0
místní kom.	49.88882	18.53452	2	0	0	0
STÁTNÍ STATEK Karviná - Karviná m.-kolej 1	49.87713	18.54068	1	1	0	0
u VOKD	49.77548	18.36404	1	0	0	0
ul.Datyňská	49.77605	18.35939	1	0	0	0
Frýdek-Místek - Dobrá u Frýdku-Místku	49.68260	18.36569	2	1	1	0
Frýdek-Místek - Dobrá u Frýdku-Místku	49.68073	18.38769	1	2	0	0
Na Špici	49.67471	18.40137	3	0	0	0
Frýdek-Místek - Dobrá u Frýdku-Místku	49.67153	18.41077	1	1	0	0
Dobrá u Frýdku-Místku - odb. PZ Nošovice	49.67026	18.41779	1	0	0	0
	49.66973	18.42168	1	0	0	0
Dobrá u Frýdku-Místku - odb. PZ Nošovice	49.67152	18.42966	2	1	0	0
odb. PZ Nošovice - Hnojník	49.67897	18.50103	1	0	0	0
Hnojník - Český Těšín	49.67748	18.54430	1	1	2	0
Hnojník - Český Těšín	49.67902	18.56942	1	0	0	0
Hnojník - Český Těšín	49.69454	18.60074	1	0	0	0
Hnojník - Český Těšín	49.71062	18.61535	2	1	1	0
Hnojník - Český Těšín	49.71460	18.61783	1	0	0	0
žst. Český Těšín	49.74100	18.62277	6	2	0	0
Kostická váha	48.74720	16.93189	3	0	0	0
Hundai	49.67024	18.43825	1	0	0	0
žst. Přerov - (sudé kol. 18-26)	49.44638	17.44372	2	0	0	0
žst. Pečky	50.08983	15.02505	1	0	0	0